geneID,num_UJC,num_UJC_flag_analyzable,num_UJC_unbiased,num_UJC_F_limited,num_UJC_M_limited,num_UJC_F_bias,num_UJC_M_bias,flag_F_readCnt0,flag_M_readCnt0,F_total_readCnt,M_total_readCnt,flag_gene_expressed_readCnt10
FBgn0000008,151,5,5,0,0,0,0,1,1,393,480,1
FBgn0000014,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0000015,4,0,0,0,0,0,0,1,1,9,3,1
FBgn0000017,193,6,6,0,0,0,0,1,1,1335,1871,1
FBgn0000018,12,2,1,0,0,1,0,1,1,318,266,1
FBgn0000024,339,15,12,0,0,0,3,1,1,2405,4750,1
FBgn0000028,71,3,3,0,0,0,0,1,1,792,813,1
FBgn0000032,56,5,4,0,0,1,0,1,1,401,458,1
FBgn0000036,93,3,1,0,0,0,2,1,1,1540,2709,1
FBgn0000037,43,3,3,0,0,0,0,1,1,646,795,1
FBgn0000038,459,12,11,0,0,0,1,1,1,5114,7616,1
FBgn0000039,146,7,5,0,0,1,1,1,1,691,958,1
FBgn0000042,713,4,4,0,0,0,0,1,1,43297,49399,1
FBgn0000043,19,2,2,0,0,0,0,1,1,765,817,1
FBgn0000044,188,3,2,0,0,1,0,1,1,11638,11994,1
FBgn0000045,50,3,3,0,0,0,0,1,1,797,1225,1
FBgn0000046,173,5,5,0,0,0,0,1,1,4655,6156,1
FBgn0000047,15,3,3,0,0,0,0,1,1,155,165,1
FBgn0000052,125,3,2,0,0,1,0,1,1,5202,4612,1
FBgn0000053,479,11,11,0,0,0,0,1,1,10645,11888,1
FBgn0000055,12703,248,192,0,0,55,1,1,1,1066854,857627,1
FBgn0000057,34,2,1,0,0,0,1,1,1,675,916,1
FBgn0000061,9,0,0,0,0,0,0,1,1,9,19,1
FBgn0000063,52,4,4,0,0,0,0,1,1,309,287,1
FBgn0000064,3006,47,36,0,0,9,2,1,1,85452,91627,1
FBgn0000071,3,0,0,0,0,0,0,1,1,14,32,1
FBgn0000075,16,3,3,0,0,0,0,1,1,180,291,1
FBgn0000077,23,1,1,0,0,0,0,1,1,645,781,1
FBgn0000078,155,1,1,0,0,0,0,1,1,2188,3289,1
FBgn0000079,440,1,1,0,0,0,0,1,1,15710,23874,1
FBgn0000083,309,15,15,0,0,0,0,1,1,5318,5804,1
FBgn0000084,354,17,14,0,0,2,1,1,1,7034,6817,1
FBgn0000092,41,2,2,0,0,0,0,1,1,123,127,1
FBgn0000094,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0000097,107,8,8,0,0,0,0,1,1,4010,4593,1
FBgn0000100,1299,26,12,0,0,14,0,1,1,105838,69281,1
FBgn0000108,876,9,8,0,0,0,1,1,1,11463,18351,1
FBgn0000109,56,4,2,0,0,2,0,1,1,1538,1018,1
FBgn0000114,415,17,15,0,0,0,2,1,1,2499,2822,1
FBgn0000115,110,4,2,0,0,2,0,1,1,2581,2065,1
FBgn0000116,1710,28,23,0,0,1,4,1,1,65470,84968,1
FBgn0000117,228,12,11,0,0,1,0,1,1,3058,3578,1
FBgn0000119,51,3,3,0,0,0,0,1,1,367,349,1
FBgn0000120,3641,106,97,0,0,0,9,1,1,617755,771806,1
FBgn0000121,10286,138,116,0,0,1,21,1,1,455014,634364,1
FBgn0000137,1,0,0,0,0,0,0,1,1,4,2,0
FBgn0000139,154,7,6,0,0,1,0,1,1,1960,1531,1
FBgn0000140,5,0,0,0,0,0,0,1,1,6,1,0
FBgn0000146,11,0,0,0,0,0,0,1,1,14,36,1
FBgn0000147,30,2,0,0,0,1,1,1,1,108,148,1
FBgn0000150,976,20,13,0,0,7,0,1,1,137564,103958,1
FBgn0000152,96,4,3,0,0,1,0,1,1,448,492,1
FBgn0000153,48,3,3,0,0,0,0,1,1,644,1053,1
FBgn0000157,42,4,4,0,0,0,0,1,1,248,347,1
FBgn0000158,4,0,0,0,0,0,0,1,1,2,4,0
FBgn0000163,112,6,5,0,0,0,1,1,1,1230,1524,1
FBgn0000173,365,7,7,0,0,0,0,1,1,14346,14259,1
FBgn0000179,99,9,6,0,0,0,3,1,1,905,1581,1
FBgn0000180,32,2,2,0,0,0,0,1,1,207,186,1
FBgn0000181,459,4,3,0,0,1,0,1,1,31463,26072,1
FBgn0000182,1,0,0,0,0,0,0,0,1,0,2,0
FBgn0000183,200,9,9,0,0,0,0,1,1,1309,1780,1
FBgn0000206,187,7,7,0,0,0,0,1,1,3017,3922,1
FBgn0000212,66,4,3,0,0,0,1,1,1,903,1181,1
FBgn0000221,7,1,1,0,0,0,0,1,1,646,845,1
FBgn0000228,95,8,8,0,0,0,0,1,1,923,1284,1
FBgn0000229,528,10,10,0,0,0,0,1,1,6850,7568,1
FBgn0000233,9,1,0,0,0,0,0,1,1,9,18,1
FBgn0000239,299,8,8,0,0,0,0,1,1,2048,1681,1
FBgn0000241,62,5,4,0,0,1,0,1,1,776,824,1
FBgn0000244,110,4,3,0,0,1,0,1,1,3264,3322,1
FBgn0000246,32,2,2,0,0,0,0,1,1,85,87,1
FBgn0000247,129,4,3,0,0,1,0,1,1,693,868,1
FBgn0000250,589,19,18,0,0,0,1,1,1,3555,4108,1
FBgn0000253,7057,74,68,0,0,2,4,1,1,143915,168619,1
FBgn0000256,63,2,1,0,0,0,1,1,1,589,1082,1
FBgn0000257,25,2,0,0,0,0,2,1,1,348,614,1
FBgn0000259,530,21,21,0,0,0,0,1,1,3391,3832,1
FBgn0000261,644,18,17,0,0,0,1,1,1,22226,26981,1
FBgn0000273,257,4,3,0,0,0,1,1,1,4417,6214,1
FBgn0000276,5,0,0,0,0,0,0,1,1,45,8,1
FBgn0000277,6,1,1,0,0,0,0,1,1,281,39,1
FBgn0000278,2,0,0,0,0,0,0,1,1,38,6,1
FBgn0000279,12,1,0,0,0,0,0,1,1,173,50,1
FBgn0000281,4,0,0,0,0,0,0,1,1,3,1,0
FBgn0000283,64,6,6,0,0,0,0,1,1,749,999,1
FBgn0000286,116,5,5,0,0,0,0,1,1,1003,1180,1
FBgn0000287,37,3,3,0,0,0,0,1,1,464,634,1
FBgn0000289,652,13,10,0,0,0,3,1,1,2475,3116,1
FBgn0000299,96,3,2,0,0,1,0,1,1,2002,1545,1
FBgn0000303,282,8,6,0,0,0,2,1,1,1391,2161,1
FBgn0000307,68,6,6,0,0,0,0,1,1,1512,1967,1
FBgn0000308,1056,27,23,0,0,2,2,1,1,20701,22997,1
FBgn0000316,147,7,4,0,0,3,0,1,1,1585,1197,1
FBgn0000317,53,7,7,0,0,0,0,1,1,422,525,1
FBgn0000318,204,6,6,0,0,0,0,1,1,6124,6234,1
FBgn0000319,274,8,7,0,0,1,0,1,1,4735,4541,1
FBgn0000320,31,4,4,0,0,0,0,1,1,449,514,1
FBgn0000326,46,2,2,0,0,0,0,1,1,954,908,1
FBgn0000330,121,6,6,0,0,0,0,1,1,1200,1146,1
FBgn0000337,8,0,0,0,0,0,0,1,1,8,22,1
FBgn0000339,317,10,10,0,0,0,0,1,1,4115,4812,1
FBgn0000346,338,9,5,0,0,0,4,1,1,4451,7376,1
FBgn0000351,21,2,2,0,0,0,0,1,1,80,102,1
FBgn0000352,40,2,2,0,0,0,0,1,1,423,612,1
FBgn0000357,3,0,0,0,0,0,0,1,1,2,15,1
FBgn0000358,4,0,0,0,0,0,0,1,1,17,33,1
FBgn0000360,2,0,0,0,0,0,0,1,1,1,6,0
FBgn0000370,1534,26,24,0,0,1,1,1,1,18011,17999,1
FBgn0000376,29,3,3,0,0,0,0,1,1,166,201,1
FBgn0000377,25,2,2,0,0,0,0,1,1,991,1077,1
FBgn0000382,468,11,10,0,0,1,0,1,1,4534,5520,1
FBgn0000384,222,6,6,0,0,0,0,1,1,1209,1415,1
FBgn0000392,79,2,2,0,0,0,0,1,1,1491,1543,1
FBgn0000394,203,6,6,0,0,0,0,1,1,3393,3257,1
FBgn0000395,19,2,2,0,0,0,0,1,1,234,257,1
FBgn0000404,8,0,0,0,0,0,0,1,1,10,21,1
FBgn0000405,8,1,0,0,0,0,0,1,1,24,22,1
FBgn0000406,1539,29,19,0,0,10,0,1,1,103987,75079,1
FBgn0000411,8,1,1,0,0,0,0,1,1,319,452,1
FBgn0000412,126,5,5,0,0,0,0,1,1,2596,3361,1
FBgn0000414,159,6,6,0,0,0,0,1,1,937,1055,1
FBgn0000416,1752,27,24,0,0,3,0,1,1,62565,64026,1
FBgn0000422,183,5,5,0,0,0,0,1,1,5360,7341,1
FBgn0000426,11,1,0,0,0,1,0,1,1,1758,1398,1
FBgn0000439,49,6,6,0,0,0,0,1,1,551,596,1
FBgn0000442,18,3,3,0,0,0,0,1,1,128,122,1
FBgn0000447,27,2,1,0,0,1,0,1,1,5124,5992,1
FBgn0000448,78,2,1,0,0,0,1,1,1,683,1395,1
FBgn0000449,10,1,1,0,0,0,0,1,1,75,104,1
FBgn0000451,20,0,0,0,0,0,0,1,1,28,69,1
FBgn0000454,216,9,8,0,0,1,0,1,1,4911,5743,1
FBgn0000455,45,1,1,0,0,0,0,1,1,1994,2493,1
FBgn0000459,54,2,1,0,0,1,0,1,1,1955,1665,1
FBgn0000463,12,2,2,0,0,0,0,1,1,311,366,1
FBgn0000464,423,15,12,0,0,0,3,1,1,3384,4869,1
FBgn0000473,286,5,3,0,0,0,2,1,1,9816,15537,1
FBgn0000477,268,5,1,0,0,4,0,1,1,14225,9940,1
FBgn0000479,897,24,20,0,0,1,3,1,1,7476,10515,1
FBgn0000482,42,4,4,0,0,0,0,1,1,365,491,1
FBgn0000489,143,10,8,0,0,0,2,1,1,2358,3456,1
FBgn0000490,19,3,3,0,0,0,0,1,1,267,387,1
FBgn0000492,6,1,1,0,0,0,0,1,1,142,112,1
FBgn0000499,8,1,1,0,0,0,0,1,1,897,1383,1
FBgn0000500,45,2,0,0,0,0,2,1,1,4862,7136,1
FBgn0000504,27,4,3,1,0,0,1,1,1,584,306,1
FBgn0000520,37,3,3,0,0,0,0,1,1,199,264,1
FBgn0000524,19,2,2,0,0,0,0,1,1,132,106,1
FBgn0000527,72,6,5,0,0,0,1,1,1,673,1364,1
FBgn0000529,7,1,1,0,0,0,0,1,1,51,96,1
FBgn0000533,64,3,3,0,0,0,0,1,1,1059,1072,1
FBgn0000535,142,9,8,0,0,0,1,1,1,1922,2959,1
FBgn0000536,517,15,9,0,0,6,0,1,1,8007,5331,1
FBgn0000541,230,11,9,0,0,1,1,1,1,1068,1371,1
FBgn0000542,20,2,2,0,0,0,0,1,1,134,140,1
FBgn0000543,21,3,3,0,0,0,0,1,1,548,492,1
FBgn0000546,174,7,6,0,0,0,1,1,1,908,1169,1
FBgn0000547,119,11,11,0,0,0,0,1,1,1336,1738,1
FBgn0000551,6,1,0,0,0,0,0,1,1,4,28,1
FBgn0000552,3,0,0,0,0,0,0,1,1,7,7,1
FBgn0000557,995,14,12,0,0,0,2,1,1,18231,23550,1
FBgn0000559,2242,28,16,0,0,12,0,1,1,120012,92275,1
FBgn0000560,6,1,0,0,0,0,0,1,1,35,63,1
FBgn0000562,195,8,6,0,0,1,1,1,1,1033,1210,1
FBgn0000564,2,1,0,0,0,0,0,1,1,48,42,1
FBgn0000565,277,8,5,0,0,0,3,1,1,3230,6061,1
FBgn0000566,60,1,1,0,0,0,0,1,1,3036,3270,1
FBgn0000567,59,4,4,0,0,0,0,1,1,549,587,1
FBgn0000568,168,7,7,0,0,0,0,1,1,3887,5097,1
FBgn0000575,189,3,2,0,0,0,1,1,1,3163,4303,1
FBgn0000576,4,1,0,0,0,0,0,1,1,45,48,1
FBgn0000577,13,1,0,0,0,0,0,1,1,46,50,1
FBgn0000578,69,6,5,0,0,0,1,1,1,584,855,1
FBgn0000579,683,9,8,0,0,1,0,1,1,40087,41004,1
FBgn0000581,168,6,6,0,0,0,0,1,1,1459,1690,1
FBgn0000588,12,1,0,0,0,0,1,1,1,81,197,1
FBgn0000592,453,2,2,0,0,0,0,1,1,14677,17453,1
FBgn0000594,15,2,0,0,0,0,0,1,1,44,73,1
FBgn0000611,117,4,4,0,0,0,0,1,1,1413,1520,1
FBgn0000615,20,3,3,0,0,0,0,1,1,225,171,1
FBgn0000617,11,2,2,0,0,0,0,1,1,225,249,1
FBgn0000618,13,1,1,0,0,0,0,1,1,1296,1231,1
FBgn0000625,16,1,1,0,0,0,0,1,1,148,191,1
FBgn0000629,158,5,4,0,0,1,0,1,1,597,608,1
FBgn0000633,104,2,1,0,0,0,1,1,1,927,1573,1
FBgn0000635,364,17,11,0,0,0,6,1,1,4235,7052,1
FBgn0000636,207,10,9,0,0,0,1,1,1,1216,1747,1
FBgn0000639,2,0,0,0,0,0,0,1,1,6,5,1
FBgn0000640,1,0,0,0,0,0,0,1,0,2,0,0
FBgn0000644,16,1,1,0,0,0,0,1,1,20,80,1
FBgn0000658,6,1,1,0,0,0,0,1,1,118,252,1
FBgn0000659,13,1,1,0,0,0,0,1,1,242,336,1
FBgn0000662,113,7,5,0,0,0,2,1,1,1572,2300,1
FBgn0000667,334,11,10,0,0,0,1,1,1,1926,2195,1
FBgn0000709,51,5,5,0,0,0,0,1,1,807,1053,1
FBgn0000711,449,10,7,0,0,0,3,1,1,7310,9437,1
FBgn0000715,17,2,2,0,0,0,0,1,1,427,526,1
FBgn0000719,145,7,5,0,0,2,0,1,1,711,815,1
FBgn0000721,283,11,9,0,0,2,0,1,1,5132,3940,1
FBgn0000723,470,14,13,0,0,0,1,1,1,4874,5949,1
FBgn0000810,3,2,2,0,0,0,0,1,1,83,86,1
FBgn0000826,5,1,0,0,0,0,0,1,1,17,42,1
FBgn0000927,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0000928,2,0,0,0,0,0,0,1,1,1,4,0
FBgn0000964,6,1,1,0,0,0,0,1,1,187,169,1
FBgn0000996,51,3,3,0,0,0,0,1,1,288,403,1
FBgn0001075,9,2,2,0,0,0,0,1,1,41,83,1
FBgn0001078,87,3,2,0,0,0,1,1,1,841,1257,1
FBgn0001079,20,4,4,0,0,0,0,1,1,234,257,1
FBgn0001083,47,3,3,0,0,0,0,1,1,156,183,1
FBgn0001084,9,3,3,0,0,0,0,1,1,130,143,1
FBgn0001085,49,3,2,0,0,0,1,1,1,138,325,1
FBgn0001086,42,2,2,0,0,0,0,1,1,113,117,1
FBgn0001087,244,8,8,0,0,0,0,1,1,1390,1728,1
FBgn0001089,99,4,4,0,0,0,0,1,1,931,1121,1
FBgn0001090,194,5,5,0,0,0,0,1,1,5375,7275,1
FBgn0001091,515,1,1,0,0,0,0,1,1,29059,33825,1
FBgn0001092,539,6,2,0,0,4,0,1,1,53753,40282,1
FBgn0001098,638,14,11,0,0,0,3,1,1,6129,8298,1
FBgn0001099,38,4,4,0,0,0,0,1,1,359,398,1
FBgn0001104,74,5,5,0,0,0,0,1,1,1131,1355,1
FBgn0001105,760,23,18,0,0,0,5,1,1,16713,21306,1
FBgn0001108,46,3,3,0,0,0,0,1,1,702,822,1
FBgn0001112,101,2,1,0,0,1,0,1,1,1388,1205,1
FBgn0001114,635,4,0,0,0,4,0,1,1,24830,14533,1
FBgn0001122,586,14,7,0,0,0,7,1,1,4277,7249,1
FBgn0001123,617,17,16,0,0,0,1,1,1,2356,3043,1
FBgn0001124,541,13,12,0,0,1,0,1,1,19698,20428,1
FBgn0001125,832,15,14,0,0,1,0,1,1,30181,27221,1
FBgn0001128,2742,73,33,0,0,39,1,1,1,44432,27536,1
FBgn0001133,93,5,4,0,0,0,1,1,1,531,517,1
FBgn0001134,41,4,3,0,0,1,0,1,1,290,381,1
FBgn0001137,66,4,2,0,0,0,2,1,1,594,1020,1
FBgn0001138,46,1,0,0,0,0,1,1,1,573,983,1
FBgn0001139,370,16,14,0,0,0,2,1,1,3471,4583,1
FBgn0001142,385,5,5,0,0,0,0,1,1,8385,8097,1
FBgn0001145,2303,22,14,0,0,0,8,1,1,29551,43964,1
FBgn0001147,9,1,0,0,0,0,0,1,1,10,23,1
FBgn0001148,2,0,0,0,0,0,0,1,1,3,10,1
FBgn0001149,448,12,12,0,0,0,0,1,1,33751,34276,1
FBgn0001150,13,1,1,0,0,0,0,1,1,79,68,1
FBgn0001168,130,5,5,0,0,0,0,1,1,2041,3083,1
FBgn0001169,50,3,3,0,0,0,0,1,1,337,345,1
FBgn0001170,6,0,0,0,0,0,0,1,1,7,24,1
FBgn0001179,23,3,3,0,0,0,0,1,1,496,550,1
FBgn0001180,8,1,0,0,0,0,0,1,1,62,55,1
FBgn0001185,55,2,2,0,0,0,0,1,1,522,654,1
FBgn0001186,412,1,0,0,0,0,1,1,1,15757,19746,1
FBgn0001187,75,1,0,0,0,1,0,1,1,8256,5869,1
FBgn0001189,46,4,3,0,0,1,0,1,1,673,738,1
FBgn0001197,213,5,4,0,0,0,1,1,1,3425,3537,1
FBgn0001202,333,10,10,0,0,0,0,1,1,5705,6739,1
FBgn0001206,163,2,2,0,0,0,0,1,1,137,212,1
FBgn0001208,1822,46,37,0,0,9,0,1,1,50255,40749,1
FBgn0001215,391,19,18,0,0,0,1,1,1,5098,6246,1
FBgn0001216,117,6,6,0,0,0,0,1,1,2146,2895,1
FBgn0001217,5,0,0,0,0,0,0,1,1,25,31,1
FBgn0001218,662,9,7,0,0,2,0,1,1,15155,13907,1
FBgn0001220,297,8,6,0,0,2,0,1,1,5488,4234,1
FBgn0001222,298,12,11,0,0,0,1,1,1,1092,1125,1
FBgn0001223,9,1,1,0,0,0,0,1,1,811,824,1
FBgn0001224,10,1,1,0,0,0,0,1,1,1789,1921,1
FBgn0001225,25,1,1,0,0,0,0,1,1,2034,1516,1
FBgn0001226,15,1,1,0,0,0,0,1,1,492,457,1
FBgn0001227,8,1,1,0,0,0,0,1,1,469,703,1
FBgn0001228,6,0,0,0,0,0,0,1,1,23,13,1
FBgn0001229,9,1,1,0,0,0,0,1,1,495,710,1
FBgn0001230,23,1,1,0,0,0,0,1,1,922,872,1
FBgn0001233,282,5,3,0,0,2,0,1,1,16243,11348,1
FBgn0001234,589,6,6,0,0,0,0,1,1,18628,17746,1
FBgn0001235,797,17,16,0,0,0,1,1,1,12232,14860,1
FBgn0001247,356,10,9,0,0,0,1,1,1,2442,3047,1
FBgn0001248,710,11,9,0,0,2,0,1,1,21889,21120,1
FBgn0001250,211,6,2,0,0,3,1,1,1,1431,1594,1
FBgn0001253,28,1,1,0,0,0,0,1,1,83,139,1
FBgn0001254,1,0,0,0,0,0,0,1,1,5,3,0
FBgn0001255,2,1,0,0,0,0,0,1,1,39,40,1
FBgn0001256,6,1,0,0,0,0,0,1,1,9,73,1
FBgn0001257,243,9,9,0,0,0,0,1,1,4689,5150,1
FBgn0001258,76,4,4,0,0,0,0,1,1,1008,842,1
FBgn0001259,3,1,0,0,0,0,1,1,1,54,87,1
FBgn0001263,2648,39,33,0,0,4,2,1,1,22041,25125,1
FBgn0001269,5,1,0,0,0,0,0,1,1,38,61,1
FBgn0001276,3,1,1,0,0,0,0,1,1,574,579,1
FBgn0001280,255,6,6,0,0,0,0,1,1,3359,3344,1
FBgn0001281,2,0,0,0,0,0,0,1,1,11,1,1
FBgn0001285,17,1,0,0,0,0,0,1,1,58,36,1
FBgn0001291,57,3,3,0,0,0,0,1,1,1714,1822,1
FBgn0001296,150,8,8,0,0,0,0,1,1,1440,1525,1
FBgn0001297,100,4,4,0,0,0,0,1,1,2984,3763,1
FBgn0001301,35,2,2,0,0,0,0,1,1,213,300,1
FBgn0001308,74,6,6,0,0,0,0,1,1,2034,2350,1
FBgn0001311,6,1,0,0,0,0,0,1,1,48,18,1
FBgn0001313,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0001316,289,13,13,0,0,0,0,1,1,2042,2095,1
FBgn0001319,32,1,1,0,0,0,0,1,1,181,226,1
FBgn0001320,14,2,2,0,0,0,0,1,1,509,683,1
FBgn0001321,35,4,4,0,0,0,0,1,1,214,228,1
FBgn0001323,22,3,2,0,0,0,1,1,1,305,327,1
FBgn0001324,53,2,2,0,0,0,0,1,1,171,201,1
FBgn0001325,3,1,0,0,0,0,0,1,1,22,26,1
FBgn0001330,29,3,3,0,0,0,0,1,1,181,212,1
FBgn0001341,28,2,2,0,0,0,0,1,1,144,221,1
FBgn0001404,196,6,5,0,0,0,1,1,1,3994,5455,1
FBgn0001491,110,3,1,0,0,1,1,1,1,1986,1690,1
FBgn0001565,91,3,3,0,0,0,0,1,1,1911,1912,1
FBgn0001612,53,2,2,0,0,0,0,1,1,235,190,1
FBgn0001624,955,26,21,0,0,3,2,1,1,6066,7882,1
FBgn0001941,54,3,2,0,0,0,1,1,1,1072,1323,1
FBgn0001942,4141,53,36,0,0,17,0,1,1,50643,44714,1
FBgn0001961,100,3,2,0,0,0,1,1,1,2768,3431,1
FBgn0001965,55,4,3,0,0,0,1,1,1,373,544,1
FBgn0001967,78,3,1,0,0,2,0,1,1,1423,954,1
FBgn0001970,10,1,1,0,0,0,0,1,1,331,433,1
FBgn0001977,113,5,5,0,0,0,0,1,1,1536,1630,1
FBgn0001978,34,4,4,0,0,0,0,1,1,338,435,1
FBgn0001986,24,2,2,0,0,0,0,1,1,480,360,1
FBgn0001987,56,3,3,0,0,0,0,1,1,325,420,1
FBgn0001989,189,7,7,0,0,0,0,1,1,6079,6099,1
FBgn0001990,36,4,3,0,0,1,0,1,1,341,321,1
FBgn0001991,434,15,14,0,0,0,1,1,1,2158,3090,1
FBgn0001992,6,1,0,0,0,0,0,1,1,50,44,1
FBgn0001994,151,5,5,0,0,0,0,1,1,2018,2458,1
FBgn0001995,24,2,2,0,0,0,0,1,1,2611,3079,1
FBgn0002021,38,3,2,0,0,1,0,1,1,863,888,1
FBgn0002022,90,3,2,0,0,1,0,1,1,2469,2370,1
FBgn0002023,31,3,3,0,0,0,0,1,1,118,164,1
FBgn0002031,143,5,2,0,0,3,0,1,1,4723,3768,1
FBgn0002036,98,5,4,0,0,0,1,1,1,6366,9591,1
FBgn0002044,76,5,5,0,0,0,0,1,1,944,1021,1
FBgn0002069,148,6,4,0,0,2,0,1,1,3951,3039,1
FBgn0002121,187,6,5,0,0,1,0,1,1,796,707,1
FBgn0002174,28,5,5,0,0,0,0,1,1,949,866,1
FBgn0002183,97,8,7,0,0,0,1,1,1,463,587,1
FBgn0002283,103,4,4,0,0,0,0,1,1,845,906,1
FBgn0002284,102,3,3,0,0,0,0,1,1,4725,5943,1
FBgn0002306,95,3,2,0,0,0,1,1,1,498,711,1
FBgn0002354,102,5,5,0,0,0,0,1,1,2507,2724,1
FBgn0002413,246,13,13,0,0,0,0,1,1,4728,5265,1
FBgn0002431,200,8,8,0,0,0,0,1,1,1204,1330,1
FBgn0002440,12,0,0,0,0,0,0,1,1,17,33,1
FBgn0002441,42,4,3,0,0,0,1,1,1,2084,2342,1
FBgn0002466,4,0,0,0,0,0,0,1,1,5,12,1
FBgn0002521,254,9,9,0,0,0,0,1,1,1028,1299,1
FBgn0002522,13,1,0,0,0,0,0,1,1,52,69,1
FBgn0002524,53,4,3,0,0,0,1,1,1,663,924,1
FBgn0002525,15,2,2,0,0,0,0,1,1,374,522,1
FBgn0002526,19,2,2,0,0,0,0,1,1,348,152,1
FBgn0002531,5,1,1,0,0,0,0,1,1,58,73,1
FBgn0002533,1,0,0,0,0,0,0,0,1,0,2,0
FBgn0002534,1,0,0,0,0,0,0,1,1,5,1,0
FBgn0002542,12,1,0,0,0,0,0,1,1,26,59,1
FBgn0002543,33,2,2,0,0,0,0,1,1,163,131,1
FBgn0002552,18,2,2,0,0,0,0,1,1,324,402,1
FBgn0002561,1,0,0,0,0,0,0,1,0,2,0,0
FBgn0002562,12,2,1,0,0,0,1,1,1,177,499,1
FBgn0002563,25,2,2,0,0,0,0,1,1,465,792,1
FBgn0002564,1,1,1,0,0,0,0,1,1,102,104,1
FBgn0002565,2973,10,8,0,0,2,0,1,1,256619,146604,1
FBgn0002566,332,10,9,0,0,0,1,1,1,959,1107,1
FBgn0002567,206,6,6,0,0,0,0,1,1,4137,4197,1
FBgn0002569,4,0,0,0,0,0,0,1,1,1,17,1
FBgn0002570,39,2,2,0,0,0,0,1,1,165,254,1
FBgn0002573,7,0,0,0,0,0,0,1,1,9,6,1
FBgn0002576,15,2,2,0,0,0,0,1,1,92,69,1
FBgn0002577,11,0,0,0,0,0,0,1,1,13,9,1
FBgn0002579,1324,62,37,0,0,25,0,1,1,195779,128502,1
FBgn0002590,1926,54,22,0,0,32,0,1,1,118480,58128,1
FBgn0002592,2,1,1,0,0,0,0,1,1,93,175,1
FBgn0002593,1037,34,14,0,0,20,0,1,1,184527,106446,1
FBgn0002609,6,1,1,0,0,0,0,1,1,92,130,1
FBgn0002622,726,13,6,0,0,7,0,1,1,102888,54094,1
FBgn0002626,944,55,18,0,0,37,0,1,1,173228,84656,1
FBgn0002632,1,0,0,0,0,0,0,1,1,9,6,1
FBgn0002633,2,0,0,0,0,0,0,1,1,5,18,1
FBgn0002638,92,4,4,0,0,0,0,1,1,902,909,1
FBgn0002641,32,3,3,0,0,0,0,1,1,326,395,1
FBgn0002643,155,7,6,0,0,0,1,1,1,1350,1978,1
FBgn0002645,78,2,1,0,0,0,1,1,1,1158,1561,1
FBgn0002673,13,2,2,0,0,0,0,1,1,125,153,1
FBgn0002707,22,0,0,0,0,0,0,1,1,47,19,1
FBgn0002709,24,1,1,0,0,0,0,1,1,83,126,1
FBgn0002715,27,1,1,0,0,0,0,1,1,105,112,1
FBgn0002716,16,1,1,0,0,0,0,1,1,346,451,1
FBgn0002719,1236,11,4,0,0,7,0,1,1,39747,24038,1
FBgn0002723,44,2,2,0,0,0,0,1,1,1581,1855,1
FBgn0002732,1,0,0,0,0,0,0,1,0,5,0,0
FBgn0002733,8,1,0,0,0,0,1,1,1,504,836,1
FBgn0002734,3,0,0,0,0,0,0,1,0,4,0,0
FBgn0002736,58,2,2,0,0,0,0,1,1,1905,1680,1
FBgn0002772,1518,33,28,0,0,4,1,1,1,16785,16915,1
FBgn0002773,453,10,10,0,0,0,0,1,1,25008,29833,1
FBgn0002774,120,2,2,0,0,0,0,1,1,1688,2069,1
FBgn0002775,47,4,4,0,0,0,0,1,1,284,404,1
FBgn0002778,131,8,5,0,0,0,3,1,1,2140,3253,1
FBgn0002780,140,4,2,0,0,2,0,1,1,2910,2100,1
FBgn0002783,130,6,6,0,0,0,0,1,1,672,848,1
FBgn0002787,96,3,3,0,0,0,0,1,1,2998,3363,1
FBgn0002789,284,8,6,0,0,0,2,1,1,8084,10672,1
FBgn0002791,64,5,5,0,0,0,0,1,1,340,399,1
FBgn0002842,2,0,0,0,0,0,0,1,1,1,1,0
FBgn0002862,3,1,0,0,0,0,0,1,1,57,98,1
FBgn0002863,12,1,0,0,0,1,0,1,1,264,199,1
FBgn0002865,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0002868,162,6,5,0,0,0,1,1,1,20185,19869,1
FBgn0002869,10,1,1,0,0,0,0,1,1,118,163,1
FBgn0002872,29,2,2,0,0,0,0,1,1,142,146,1
FBgn0002873,11,0,0,0,0,0,0,1,1,26,11,1
FBgn0002878,3,1,0,0,0,0,0,1,1,35,49,1
FBgn0002887,23,2,2,0,0,0,0,1,1,151,150,1
FBgn0002891,58,4,3,0,0,1,0,1,1,274,273,1
FBgn0002899,9,0,0,0,0,0,0,1,1,9,22,1
FBgn0002901,8,2,0,0,0,0,0,1,1,21,61,1
FBgn0002905,17,3,1,0,0,2,0,1,1,171,119,1
FBgn0002906,19,1,1,0,0,0,0,1,1,97,120,1
FBgn0002909,84,5,5,0,0,0,0,1,1,2534,2772,1
FBgn0002914,44,3,3,0,0,0,0,1,1,1017,1298,1
FBgn0002917,92,3,3,0,0,0,0,1,1,473,725,1
FBgn0002921,3416,56,46,0,0,0,10,1,1,39584,59249,1
FBgn0002922,7,0,0,0,0,0,0,1,1,26,3,1
